stop_id,stop_code,stop_lat,stop_lon,stop_name,stop_url,stop_desc
ECCIM_02,163B,48.6827107382,7.6938009634,Eckwersheim Cimetière,http://www.cts-strasbourg.eu/fr/se-deplacer/fiches-horaires/recherche-des-fiches-horaires/#,
ECHIP_01,164A,48.6851140577,7.6981138436,Eckwersheim Hippodrome,http://www.cts-strasbourg.eu/fr/se-deplacer/fiches-horaires/recherche-des-fiches-horaires/#,
ECKPA_02,165A,48.5905669078,7.6835446577,Eckbolsheim Parc d'Activités,http://www.cts-strasbourg.eu/fr/se-deplacer/fiches-horaires/recherche-des-fiches-horaires/#,
ECMAI_01,166A,48.6805248284,7.6945000146,Eckwersheim Mairie,http://www.cts-strasbourg.eu/fr/se-deplacer/fiches-horaires/recherche-des-fiches-horaires/#,
ECMAI_02,166B,48.6812128987,7.6940550202,Eckwersheim Mairie,http://www.cts-strasbourg.eu/fr/se-deplacer/fiches-horaires/recherche-des-fiches-horaires/#,
ECOLE_01,168A,48.5053176,7.6078407247,Ecole,http://www.cts-strasbourg.eu/fr/se-deplacer/fiches-horaires/recherche-des-fiches-horaires/#,
ECOLE_03,168C,48.5054492506,7.6079653743,Ecole,http://www.cts-strasbourg.eu/fr/se-deplacer/fiches-horaires/recherche-des-fiches-horaires/#,
ECRHE_01,811A,48.6677188137,7.7737700736,Ecoparc Rhénan,http://www.cts-strasbourg.eu/fr/se-deplacer/fiches-horaires/recherche-des-fiches-horaires/#,
ECRIV_01,169A,48.6095153177,7.7343347183,Ecrivains,http://www.cts-strasbourg.eu/fr/se-deplacer/fiches-horaires/recherche-des-fiches-horaires/#,
ECRIV_02,169B,48.6103074859,7.7341691404,Ecrivains,http://www.cts-strasbourg.eu/fr/se-deplacer/fiches-horaires/recherche-des-fiches-horaires/#,
ECRIV_03,169C,48.6107628535,7.7346050237,Ecrivains,http://www.cts-strasbourg.eu/fr/se-deplacer/fiches-horaires/recherche-des-fiches-horaires/#,
ECRIV_04,169D,48.6106731405,7.7348624914,Ecrivains,http://www.cts-strasbourg.eu/fr/se-deplacer/fiches-horaires/recherche-des-fiches-horaires/#,
EDROS_01,723A,48.5921170642,7.6931759808,Edmond Rostand,http://www.cts-strasbourg.eu/fr/se-deplacer/fiches-horaires/recherche-des-fiches-horaires/#,
EDROS_02,723B,48.59195021,7.6931952681,Edmond Rostand,http://www.cts-strasbourg.eu/fr/se-deplacer/fiches-horaires/recherche-des-fiches-horaires/#,
EHNNN_01,172A,48.5170154319,7.6721336692,Ehn,http://www.cts-strasbourg.eu/fr/se-deplacer/fiches-horaires/recherche-des-fiches-horaires/#,
EHNNN_02,172B,48.5170168188,7.6726894661,Ehn,http://www.cts-strasbourg.eu/fr/se-deplacer/fiches-horaires/recherche-des-fiches-horaires/#,
ELECT_01,770A,48.6433937174,7.7274545452,Electricité,http://www.cts-strasbourg.eu/fr/se-deplacer/fiches-horaires/recherche-des-fiches-horaires/#,
ELECT_02,770B,48.6434916452,7.727621909,Electricité,http://www.cts-strasbourg.eu/fr/se-deplacer/fiches-horaires/recherche-des-fiches-horaires/#,
ELISA_01,173A,48.515045707,7.6975804501,Elisa,http://www.cts-strasbourg.eu/fr/se-deplacer/fiches-horaires/recherche-des-fiches-horaires/#,
ELISA_02,173B,48.5172198553,7.700950982,Elisa,http://www.cts-strasbourg.eu/fr/se-deplacer/fiches-horaires/recherche-des-fiches-horaires/#,
ELMER_01,174A,48.5624987922,7.7102947017,Elmerforst,http://www.cts-strasbourg.eu/fr/se-deplacer/fiches-horaires/recherche-des-fiches-horaires/#,
ELMER_02,174B,48.5619543871,7.7110636903,Elmerforst,http://www.cts-strasbourg.eu/fr/se-deplacer/fiches-horaires/recherche-des-fiches-horaires/#,
ELMER_03,174C,48.5631458781,7.711766551,Elmerforst,http://www.cts-strasbourg.eu/fr/se-deplacer/fiches-horaires/recherche-des-fiches-horaires/#,
ELMER_04,174D,48.5629031573,7.7113582751,Elmerforst,http://www.cts-strasbourg.eu/fr/se-deplacer/fiches-horaires/recherche-des-fiches-horaires/#,
ELMER_05,174F,48.563223,7.711594,Elmerforst,http://www.cts-strasbourg.eu/fr/se-deplacer/fiches-horaires/recherche-des-fiches-horaires/#,
ELMER_06,174G,48.563136,7.711578,Elmerforst,http://www.cts-strasbourg.eu/fr/se-deplacer/fiches-horaires/recherche-des-fiches-horaires/#,
ELMER_07,174E,48.5631420279,7.7116004191,Elmerforst,http://www.cts-strasbourg.eu/fr/se-deplacer/fiches-horaires/recherche-des-fiches-horaires/#,
ELSAU_03,175C,48.5677235177,7.7264192802,Elsau,http://www.cts-strasbourg.eu/fr/se-deplacer/fiches-horaires/recherche-des-fiches-horaires/#,
ELSAU_04,175D,48.5679159914,7.7260788547,Elsau,http://www.cts-strasbourg.eu/fr/se-deplacer/fiches-horaires/recherche-des-fiches-horaires/#,
ELSAU_06,175B,48.5678183819,7.7260454616,Elsau,http://www.cts-strasbourg.eu/fr/se-deplacer/fiches-horaires/recherche-des-fiches-horaires/#,
ELSAU_10,175A,48.5676461788,7.7261351112,Elsau,http://www.cts-strasbourg.eu/fr/se-deplacer/fiches-horaires/recherche-des-fiches-horaires/#,
EMAIL_01,679B,48.6260178102,7.7560947865,Emailleries,http://www.cts-strasbourg.eu/fr/se-deplacer/fiches-horaires/recherche-des-fiches-horaires/#,
EMAIL_02,679A,48.625262943,7.7551027694,Emailleries,http://www.cts-strasbourg.eu/fr/se-deplacer/fiches-horaires/recherche-des-fiches-horaires/#,
EMAIL_03,679C,48.6260178102,7.7560947865,Emailleries,http://www.cts-strasbourg.eu/fr/se-deplacer/fiches-horaires/recherche-des-fiches-horaires/#,
EMALL_02,679A,48.625262943,7.7551027694,Emailleries,http://www.cts-strasbourg.eu/fr/se-deplacer/fiches-horaires/recherche-des-fiches-horaires/#,
EMALL_04,679D,48.625262943,7.7551027694,Emailleries,http://www.cts-strasbourg.eu/fr/se-deplacer/fiches-horaires/recherche-des-fiches-horaires/#,
EMBRA_01,678A,48.5995529533,7.739779808,Embranchement,http://www.cts-strasbourg.eu/fr/se-deplacer/fiches-horaires/recherche-des-fiches-horaires/#,
EMBRA_02,678B,48.6001892594,7.7395996679,Embranchement,http://www.cts-strasbourg.eu/fr/se-deplacer/fiches-horaires/recherche-des-fiches-horaires/#,
EMMAT_01,176A,48.553564276,7.7453376634,Emile Mathis,http://www.cts-strasbourg.eu/fr/se-deplacer/fiches-horaires/recherche-des-fiches-horaires/#,
EMMAT_02,176B,48.5533430302,7.744567515,Emile Mathis,http://www.cts-strasbourg.eu/fr/se-deplacer/fiches-horaires/recherche-des-fiches-horaires/#,
EMMAT_03,176C,48.5530663016,7.7441116441,Emile Mathis,http://www.cts-strasbourg.eu/fr/se-deplacer/fiches-horaires/recherche-des-fiches-horaires/#,
EMMAT_04,176D,48.5533531801,7.7444371394,Emile Mathis,http://www.cts-strasbourg.eu/fr/se-deplacer/fiches-horaires/recherche-des-fiches-horaires/#,
EMMAT_07,176G,48.5533430302,7.744567515,Emile Mathis,http://www.cts-strasbourg.eu/fr/se-deplacer/fiches-horaires/recherche-des-fiches-horaires/#,
EMMAT_09,176H,48.5531808486,7.7440422193,Emile Mathis,http://www.cts-strasbourg.eu/fr/se-deplacer/fiches-horaires/recherche-des-fiches-horaires/#,
EMMTH_01,176E,48.5529419416,7.7435089667,Emile Mathis,http://www.cts-strasbourg.eu/fr/se-deplacer/fiches-horaires/recherche-des-fiches-horaires/#,
EMMTH_02,176F,48.5532023755,7.7432149436,Emile Mathis,http://www.cts-strasbourg.eu/fr/se-deplacer/fiches-horaires/recherche-des-fiches-horaires/#,
ENCEN_01,177A,48.5328677685,7.6352414692,Entzheim Centre,http://www.cts-strasbourg.eu/fr/se-deplacer/fiches-horaires/recherche-des-fiches-horaires/#,
ENCEN_02,177B,48.5327464348,7.6350633396,Entzheim Centre,http://www.cts-strasbourg.eu/fr/se-deplacer/fiches-horaires/recherche-des-fiches-horaires/#,
ENGAR_01,705A,48.5470689518,7.6282657196,Entzheim Gare,http://www.cts-strasbourg.eu/fr/se-deplacer/fiches-horaires/recherche-des-fiches-horaires/#,
ENGAR_02,705B,48.5470689518,7.6282657196,Entzheim Gare,http://www.cts-strasbourg.eu/fr/se-deplacer/fiches-horaires/recherche-des-fiches-horaires/#,
ENGEL_01,178A,48.5805458035,7.7075867954,Engelbreit,http://www.cts-strasbourg.eu/fr/se-deplacer/fiches-horaires/recherche-des-fiches-horaires/#,
ENGEL_02,178B,48.5805392661,7.7077537402,Engelbreit,http://www.cts-strasbourg.eu/fr/se-deplacer/fiches-horaires/recherche-des-fiches-horaires/#,
ENOUE_01,179A,48.5313260466,7.6291219744,Entzheim Ouest,http://www.cts-strasbourg.eu/fr/se-deplacer/fiches-horaires/recherche-des-fiches-horaires/#,
ENPAR_01,462A,48.535013899,7.6394904435,Entzheim Parc,http://www.cts-strasbourg.eu/fr/se-deplacer/fiches-horaires/recherche-des-fiches-horaires/#,
ENPAR_02,462B,48.5351998781,7.6389563286,Entzheim Parc,http://www.cts-strasbourg.eu/fr/se-deplacer/fiches-horaires/recherche-des-fiches-horaires/#,
ERMIT_01,180A,48.4957124313,7.7170075912,Ermitage,http://www.cts-strasbourg.eu/fr/se-deplacer/fiches-horaires/recherche-des-fiches-horaires/#,
ERMIT_02,180B,48.4960679393,7.7173352614,Ermitage,http://www.cts-strasbourg.eu/fr/se-deplacer/fiches-horaires/recherche-des-fiches-horaires/#,
ESEUE_03,182C,48.6169173441,7.7199079323,Espace Européen de l' Entreprise,http://www.cts-strasbourg.eu/fr/se-deplacer/fiches-horaires/recherche-des-fiches-horaires/#,
ESEUE_04,182D,48.616576343,7.7197496039,Espace Européen de l' Entreprise,http://www.cts-strasbourg.eu/fr/se-deplacer/fiches-horaires/recherche-des-fiches-horaires/#,
ESEUE_05,182E,48.6164853942,7.7205783464,Espace Européen de l' Entreprise,http://www.cts-strasbourg.eu/fr/se-deplacer/fiches-horaires/recherche-des-fiches-horaires/#,
ESEUE_06,182F,48.6165203607,7.7203396424,Espace Européen de l' Entreprise,http://www.cts-strasbourg.eu/fr/se-deplacer/fiches-horaires/recherche-des-fiches-horaires/#,
ESEUE_07,182E,48.6164853942,7.7205783464,Espace Européen de l' Entreprise,http://www.cts-strasbourg.eu/fr/se-deplacer/fiches-horaires/recherche-des-fiches-horaires/#,
ESMAI_01,183A,48.4841473507,7.7140565901,Eschau Mairie,http://www.cts-strasbourg.eu/fr/se-deplacer/fiches-horaires/recherche-des-fiches-horaires/#,
ESMAI_02,183B,48.483993859,7.7138129403,Eschau Mairie,http://www.cts-strasbourg.eu/fr/se-deplacer/fiches-horaires/recherche-des-fiches-horaires/#,
ESPER_01,184A,48.467702275,7.7350891499,Espérance,http://www.cts-strasbourg.eu/fr/se-deplacer/fiches-horaires/recherche-des-fiches-horaires/#,
ESPLA_01,185A,48.5782093466,7.7692360058,Esplanade,http://www.cts-strasbourg.eu/fr/se-deplacer/fiches-horaires/recherche-des-fiches-horaires/#,
ESPLA_02,185B,48.5785154064,7.769619009,Esplanade,http://www.cts-strasbourg.eu/fr/se-deplacer/fiches-horaires/recherche-des-fiches-horaires/#,
ESPLA_03,185C,48.5781676448,7.7693446353,Esplanade,http://www.cts-strasbourg.eu/fr/se-deplacer/fiches-horaires/recherche-des-fiches-horaires/#,
ESPLA_04,185D,48.5785185595,7.7695189788,Esplanade,http://www.cts-strasbourg.eu/fr/se-deplacer/fiches-horaires/recherche-des-fiches-horaires/#,
ESPLA_05,185A,48.5782093466,7.7692360058,Esplanade,http://www.cts-strasbourg.eu/fr/se-deplacer/fiches-horaires/recherche-des-fiches-horaires/#,
ETBOU_03,186C,48.5744529739,7.7537616672,Etoile Bourse,http://www.cts-strasbourg.eu/fr/se-deplacer/fiches-horaires/recherche-des-fiches-horaires/#,
ETBOU_04,186A,48.5751144511,7.7524101734,Etoile Bourse,http://www.cts-strasbourg.eu/fr/se-deplacer/fiches-horaires/recherche-des-fiches-horaires/#,
ETBOU_07,186B,48.5750741862,7.7531663441,Etoile Bourse,http://www.cts-strasbourg.eu/fr/se-deplacer/fiches-horaires/recherche-des-fiches-horaires/#,
ETBOU_1B,186D,48.5742406611,7.753637813,Etoile Bourse,http://www.cts-strasbourg.eu/fr/se-deplacer/fiches-horaires/recherche-des-fiches-horaires/#,
ETDOR_01,187A,48.5948387648,7.7107181051,Etoile d'Or,http://www.cts-strasbourg.eu/fr/se-deplacer/fiches-horaires/recherche-des-fiches-horaires/#,
ETDOR_02,187B,48.5947510244,7.7105750888,Etoile d'Or,http://www.cts-strasbourg.eu/fr/se-deplacer/fiches-horaires/recherche-des-fiches-horaires/#,
ETOIL_01,186E,48.5745908866,7.7534215173,Etoile Bourse,http://www.cts-strasbourg.eu/fr/se-deplacer/fiches-horaires/recherche-des-fiches-horaires/#,
ETOIL_02,186F,48.5748977215,7.7534772473,Etoile Bourse,http://www.cts-strasbourg.eu/fr/se-deplacer/fiches-horaires/recherche-des-fiches-horaires/#,
ETPOL_01,189A,48.5716119777,7.7553297045,Etoile Polygone,http://www.cts-strasbourg.eu/fr/se-deplacer/fiches-horaires/recherche-des-fiches-horaires/#,
ETPOL_02,189B,48.5714699758,7.7558022937,Etoile Polygone,http://www.cts-strasbourg.eu/fr/se-deplacer/fiches-horaires/recherche-des-fiches-horaires/#,
ETPOL_03,189C,48.5716335765,7.7556445822,Etoile Polygone,http://www.cts-strasbourg.eu/fr/se-deplacer/fiches-horaires/recherche-des-fiches-horaires/#,
ETPOL_04,189D,48.5719725569,7.755026333,Etoile Polygone,http://www.cts-strasbourg.eu/fr/se-deplacer/fiches-horaires/recherche-des-fiches-horaires/#,
EUROF_04,190D,48.525450583,7.783481684,Eurofret,http://www.cts-strasbourg.eu/fr/se-deplacer/fiches-horaires/recherche-des-fiches-horaires/#,
EUROF_06,190F,48.5241430266,7.7826763947,Eurofret,http://www.cts-strasbourg.eu/fr/se-deplacer/fiches-horaires/recherche-des-fiches-horaires/#,
EUROF_07,190G,48.5238668674,7.7832833859,Eurofret,http://www.cts-strasbourg.eu/fr/se-deplacer/fiches-horaires/recherche-des-fiches-horaires/#,
FAALE_01,191A,48.6534815009,7.8287676371,Faubourg d'Alençon,http://www.cts-strasbourg.eu/fr/se-deplacer/fiches-horaires/recherche-des-fiches-horaires/#,
FAALE_02,191B,48.6535246713,7.8281329694,Faubourg d'Alençon,http://www.cts-strasbourg.eu/fr/se-deplacer/fiches-horaires/recherche-des-fiches-horaires/#,
FAANS_01,192A,48.5524879812,7.6735831338,Faisans,http://www.cts-strasbourg.eu/fr/se-deplacer/fiches-horaires/recherche-des-fiches-horaires/#,
FAANS_02,192B,48.5521698537,7.6727479651,Faisans,http://www.cts-strasbourg.eu/fr/se-deplacer/fiches-horaires/recherche-des-fiches-horaires/#,
FANAG_01,193A,48.582384274,7.7368061232,Faubourg National,http://www.cts-strasbourg.eu/fr/se-deplacer/fiches-horaires/recherche-des-fiches-horaires/#,
FANAG_02,193B,48.5824128672,7.7363269818,Faubourg National,http://www.cts-strasbourg.eu/fr/se-deplacer/fiches-horaires/recherche-des-fiches-horaires/#,
FAPAI_01,194A,48.5197765531,7.709198445,Faubourg de la Paix,http://www.cts-strasbourg.eu/fr/se-deplacer/fiches-horaires/recherche-des-fiches-horaires/#,
FAPAI_02,194B,48.5202103408,7.7088921665,Faubourg de la Paix,http://www.cts-strasbourg.eu/fr/se-deplacer/fiches-horaires/recherche-des-fiches-horaires/#,
FAPIE_01,195A,48.5874210128,7.7461743365,Faubourg de Pierre,http://www.cts-strasbourg.eu/fr/se-deplacer/fiches-horaires/recherche-des-fiches-horaires/#,
FAPIE_02,195B,48.5877943593,7.7461446643,Faubourg de Pierre,http://www.cts-strasbourg.eu/fr/se-deplacer/fiches-horaires/recherche-des-fiches-horaires/#,
FARIE_01,196A,48.5343482202,7.7603286218,Faisanderie,http://www.cts-strasbourg.eu/fr/se-deplacer/fiches-horaires/recherche-des-fiches-horaires/#,
FARIE_02,196B,48.5346870755,7.760457498,Faisanderie,http://www.cts-strasbourg.eu/fr/se-deplacer/fiches-horaires/recherche-des-fiches-horaires/#,
FASAV_01,197A,48.5858461307,7.7398036774,Faubourg de Saverne,http://www.cts-strasbourg.eu/fr/se-deplacer/fiches-horaires/recherche-des-fiches-horaires/#,
FASAV_04,197C,48.5855667404,7.7402735077,Faubourg de Saverne,http://www.cts-strasbourg.eu/fr/se-deplacer/fiches-horaires/recherche-des-fiches-horaires/#,
FASAV_05,197D,48.5852619274,7.7403649692,Faubourg de Saverne,http://www.cts-strasbourg.eu/fr/se-deplacer/fiches-horaires/recherche-des-fiches-horaires/#,
FASAV_06,197E,48.5861517733,7.7407497968,Faubourg de Saverne,http://www.cts-strasbourg.eu/fr/se-deplacer/fiches-horaires/recherche-des-fiches-horaires/#,
FEDER_01,199A,48.5641035434,7.7385941207,Fédération,http://www.cts-strasbourg.eu/fr/se-deplacer/fiches-horaires/recherche-des-fiches-horaires/#,
FEDER_02,199B,48.5644781053,7.7387685992,Fédération,http://www.cts-strasbourg.eu/fr/se-deplacer/fiches-horaires/recherche-des-fiches-horaires/#,
FEMAI_03,210A,48.4905005184,7.6799424663,Fegersheim Mairie,http://www.cts-strasbourg.eu/fr/se-deplacer/fiches-horaires/recherche-des-fiches-horaires/#,
FEMAI_04,210B,48.4904565342,7.6797949056,Fegersheim Mairie,http://www.cts-strasbourg.eu/fr/se-deplacer/fiches-horaires/recherche-des-fiches-horaires/#,
FISCH_01,213A,48.6187830315,7.788032256,Fischacker,http://www.cts-strasbourg.eu/fr/se-deplacer/fiches-horaires/recherche-des-fiches-horaires/#,
FISCH_02,213B,48.6187090038,7.7874140068,Fischacker,http://www.cts-strasbourg.eu/fr/se-deplacer/fiches-horaires/recherche-des-fiches-horaires/#,
FLEUR_01,785A,48.5848987695,7.6438918748,Fleurs,http://www.cts-strasbourg.eu/fr/se-deplacer/fiches-horaires/recherche-des-fiches-horaires/#,
FLEUR_02,785B,48.5846333634,7.6432948438,Fleurs,http://www.cts-strasbourg.eu/fr/se-deplacer/fiches-horaires/recherche-des-fiches-horaires/#,
FLORA_01,214A,48.5368964973,7.6430064678,Floralies,http://www.cts-strasbourg.eu/fr/se-deplacer/fiches-horaires/recherche-des-fiches-horaires/#,
FLORA_02,214B,48.5367192845,7.6430134751,Floralies,http://www.cts-strasbourg.eu/fr/se-deplacer/fiches-horaires/recherche-des-fiches-horaires/#,
FOCHH_01,215A,48.6276859404,7.7537137166,Foch,http://www.cts-strasbourg.eu/fr/se-deplacer/fiches-horaires/recherche-des-fiches-horaires/#,
FOCHH_02,215B,48.6278434226,7.7538683693,Foch,http://www.cts-strasbourg.eu/fr/se-deplacer/fiches-horaires/recherche-des-fiches-horaires/#,
FODES_01,216A,48.6346328187,7.7276953597,Fort Desaix,http://www.cts-strasbourg.eu/fr/se-deplacer/fiches-horaires/recherche-des-fiches-horaires/#,
FODES_04,216B,48.6348377515,7.7278400989,Fort Desaix,http://www.cts-strasbourg.eu/fr/se-deplacer/fiches-horaires/recherche-des-fiches-horaires/#,
FOLEF_01,748A,48.5254649225,7.6894266308,Fort Lefèbvre,http://www.cts-strasbourg.eu/fr/se-deplacer/fiches-horaires/recherche-des-fiches-horaires/#,
FOLEF_02,748B,48.5248924869,7.6900977448,Fort Lefèbvre,http://www.cts-strasbourg.eu/fr/se-deplacer/fiches-horaires/recherche-des-fiches-horaires/#,
FOLOU_01,217A,48.6049328667,7.7779064455,Fort Louis,http://www.cts-strasbourg.eu/fr/se-deplacer/fiches-horaires/recherche-des-fiches-horaires/#,
FOLOU_02,217B,48.605653388,7.7780370041,Fort Louis,http://www.cts-strasbourg.eu/fr/se-deplacer/fiches-horaires/recherche-des-fiches-horaires/#,
FONDE_01,218A,48.6091900006,7.7451993897,Fondeur,http://www.cts-strasbourg.eu/fr/se-deplacer/fiches-horaires/recherche-des-fiches-horaires/#,
FONDE_02,218B,48.6085307148,7.7452889084,Fondeur,http://www.cts-strasbourg.eu/fr/se-deplacer/fiches-horaires/recherche-des-fiches-horaires/#,
FONTA_03,784A,48.6243636603,7.7545445746,Fontaine,http://www.cts-strasbourg.eu/fr/se-deplacer/fiches-horaires/recherche-des-fiches-horaires/#,
FONTA_04,784B,48.6239352065,7.754981992,Fontaine,http://www.cts-strasbourg.eu/fr/se-deplacer/fiches-horaires/recherche-des-fiches-horaires/#,
FORGE_03,728A,48.5857284078,7.7070828527,Forges,http://www.cts-strasbourg.eu/fr/se-deplacer/fiches-horaires/recherche-des-fiches-horaires/#,
FORGE_04,728B,48.5855898651,7.706952799,Forges,http://www.cts-strasbourg.eu/fr/se-deplacer/fiches-horaires/recherche-des-fiches-horaires/#,
FORLE_01,822A,48.536120614,7.6830889216,Forlen,http://www.cts-strasbourg.eu/fr/se-deplacer/fiches-horaires/recherche-des-fiches-horaires/#,
FORLE_02,822B,48.5360538664,7.683602654,Forlen,http://www.cts-strasbourg.eu/fr/se-deplacer/fiches-horaires/recherche-des-fiches-horaires/#,
FOUHR_01,221A,48.5144874209,7.7232919737,Illkirch Fort Uhrich,http://www.cts-strasbourg.eu/fr/se-deplacer/fiches-horaires/recherche-des-fiches-horaires/#,
FOUHR_02,221B,48.5144874209,7.7232919737,Illkirch Fort Uhrich,http://www.cts-strasbourg.eu/fr/se-deplacer/fiches-horaires/recherche-des-fiches-horaires/#,
FOUHR_03,221C,48.5145837528,7.7231626957,Illkirch Fort Uhrich,http://www.cts-strasbourg.eu/fr/se-deplacer/fiches-horaires/recherche-des-fiches-horaires/#,
FRCOM_01,223A,48.5519841486,7.7517035121,Franche Comté,http://www.cts-strasbourg.eu/fr/se-deplacer/fiches-horaires/recherche-des-fiches-horaires/#,
FRCOM_02,223B,48.5516549684,7.7514572794,Franche Comté,http://www.cts-strasbourg.eu/fr/se-deplacer/fiches-horaires/recherche-des-fiches-horaires/#,
FREBE_01,224A,48.5551985014,7.734984666,Frères Eberts,http://www.cts-strasbourg.eu/fr/se-deplacer/fiches-horaires/recherche-des-fiches-horaires/#,
FREBE_02,224B,48.555295615,7.7352161126,Frères Eberts,http://www.cts-strasbourg.eu/fr/se-deplacer/fiches-horaires/recherche-des-fiches-horaires/#,
FRLAR_01,809A,48.6643344684,7.7712462841,François de Larderel,http://www.cts-strasbourg.eu/fr/se-deplacer/fiches-horaires/recherche-des-fiches-horaires/#,
FRLAR_02,809B,48.6644631349,7.771458723,François de Larderel,http://www.cts-strasbourg.eu/fr/se-deplacer/fiches-horaires/recherche-des-fiches-horaires/#,
FRLUM_01,225A,48.6145250233,7.7382605694,Frères Lumière,http://www.cts-strasbourg.eu/fr/se-deplacer/fiches-horaires/recherche-des-fiches-horaires/#,
FRLUM_02,225B,48.6144359768,7.7383120736,Frères Lumière,http://www.cts-strasbourg.eu/fr/se-deplacer/fiches-horaires/recherche-des-fiches-horaires/#,
FUAMB_01,227A,48.6260234006,7.8040548196,Fuchs am Buckel,http://www.cts-strasbourg.eu/fr/se-deplacer/fiches-horaires/recherche-des-fiches-horaires/#,
FUAMB_02,227B,48.6259563315,7.8038428723,Fuchs am Buckel,http://www.cts-strasbourg.eu/fr/se-deplacer/fiches-horaires/recherche-des-fiches-horaires/#,
FUGLA_01,228A,48.6051485634,7.759488807,Futura Glacière,http://www.cts-strasbourg.eu/fr/se-deplacer/fiches-horaires/recherche-des-fiches-horaires/#,
FUGLA_02,228B,48.6049283392,7.7592262188,Futura Glacière,http://www.cts-strasbourg.eu/fr/se-deplacer/fiches-horaires/recherche-des-fiches-horaires/#,
FUGLA_03,228C,48.6051417081,7.7595515549,Futura Glacière,http://www.cts-strasbourg.eu/fr/se-deplacer/fiches-horaires/recherche-des-fiches-horaires/#,
FUGLA_04,228D,48.6049794238,7.7592149377,Futura Glacière,http://www.cts-strasbourg.eu/fr/se-deplacer/fiches-horaires/recherche-des-fiches-horaires/#,
FUMAR_01,229A,48.491409431,7.7299967514,Fusiliers Marins,http://www.cts-strasbourg.eu/fr/se-deplacer/fiches-horaires/recherche-des-fiches-horaires/#,
FUMAR_02,229B,48.4913453944,7.7298831045,Fusiliers Marins,http://www.cts-strasbourg.eu/fr/se-deplacer/fiches-horaires/recherche-des-fiches-horaires/#,
GACEN_01,230E,48.5850044973,7.7351250126,Gare Centrale,http://www.cts-strasbourg.eu/fr/se-deplacer/fiches-horaires/recherche-des-fiches-horaires/#,
GACEN_02,230B,48.5854097455,7.7359586942,Gare Centrale,http://www.cts-strasbourg.eu/fr/se-deplacer/fiches-horaires/recherche-des-fiches-horaires/#,
GACEN_03,230E,48.5850044973,7.7351250126,Gare Centrale,http://www.cts-strasbourg.eu/fr/se-deplacer/fiches-horaires/recherche-des-fiches-horaires/#,
GACEN_06,230L,48.5854814499,7.7356252446,Gare Centrale,http://www.cts-strasbourg.eu/fr/se-deplacer/fiches-horaires/recherche-des-fiches-horaires/#,
GACEN_07,230M,48.585257499,7.7355346006,Gare Centrale,http://www.cts-strasbourg.eu/fr/se-deplacer/fiches-horaires/recherche-des-fiches-horaires/#,
GACEN_09,230C,48.5848414829,7.7354947996,Gare Centrale,http://www.cts-strasbourg.eu/fr/se-deplacer/fiches-horaires/recherche-des-fiches-horaires/#,
GACEN_10,230D,48.5850819012,7.7350266616,Gare Centrale,http://www.cts-strasbourg.eu/fr/se-deplacer/fiches-horaires/recherche-des-fiches-horaires/#,
GACEN_11,230G,48.585716875,7.7358039468,Gare Centrale,http://www.cts-strasbourg.eu/fr/se-deplacer/fiches-horaires/recherche-des-fiches-horaires/#,
GACEN_20,230R,48.584694215,7.7351173013,Gare Centrale,http://www.cts-strasbourg.eu/fr/se-deplacer/fiches-horaires/recherche-des-fiches-horaires/#,
GACTN_01,230X,48.5850044973,7.7351250126,Gare Centrale,http://www.cts-strasbourg.eu/fr/se-deplacer/fiches-horaires/recherche-des-fiches-horaires/#,
GACTN_04,230Y,48.584694215,7.7351173013,Gare Centrale,http://www.cts-strasbourg.eu/fr/se-deplacer/fiches-horaires/recherche-des-fiches-horaires/#,
GAERT_01,231A,48.6319691572,7.7283138235,Gaertel,http://www.cts-strasbourg.eu/fr/se-deplacer/fiches-horaires/recherche-des-fiches-horaires/#,
GAERT_02,231B,48.6321449874,7.7284344825,Gaertel,http://www.cts-strasbourg.eu/fr/se-deplacer/fiches-horaires/recherche-des-fiches-horaires/#,
GAFOR_01,232A,48.6206190797,7.7871665451,Gardes Forestiers,http://www.cts-strasbourg.eu/fr/se-deplacer/fiches-horaires/recherche-des-fiches-horaires/#,
GAFOR_02,232B,48.6210768,7.7871499,Gardes Forestiers,http://www.cts-strasbourg.eu/fr/se-deplacer/fiches-horaires/recherche-des-fiches-horaires/#,
GALLI_01,233C,48.5843890321,7.7589675039,Gallia,http://www.cts-strasbourg.eu/fr/se-deplacer/fiches-horaires/recherche-des-fiches-horaires/#,
GALLI_02,233D,48.5844357552,7.7592649653,Gallia,http://www.cts-strasbourg.eu/fr/se-deplacer/fiches-horaires/recherche-des-fiches-horaires/#,
GALLI_03,233A,48.5842389821,7.7585625085,Gallia,http://www.cts-strasbourg.eu/fr/se-deplacer/fiches-horaires/recherche-des-fiches-horaires/#,
GALLI_04,233B,48.5844546821,7.7582252025,Gallia,http://www.cts-strasbourg.eu/fr/se-deplacer/fiches-horaires/recherche-des-fiches-horaires/#,
GAMAR_01,718A,48.5918570862,7.7325503528,Gare aux Marchandises,http://www.cts-strasbourg.eu/fr/se-deplacer/fiches-horaires/recherche-des-fiches-horaires/#,
GAMAR_02,718B,48.5918620043,7.732789738,Gare aux Marchandises,http://www.cts-strasbourg.eu/fr/se-deplacer/fiches-horaires/recherche-des-fiches-horaires/#,
